0,1,2,3,4,5,6
0.91705185,1.109356e-05,0.06060074,0.0020071852,0.005307413,0.011119188,0.0039025894
0.19754705,0.0021048165,0.29713568,0.0050890683,0.1175459,0.3141093,0.066468224
0.057369377,0.0030448567,0.16048875,0.029929696,0.015835963,0.72056365,0.01276779
0.2869316,0.003214913,0.09830889,0.0049081254,0.1984062,0.2754239,0.1328064
0.07996757,0.00068468513,0.02761326,0.5017609,0.1575587,0.22266819,0.009746732
0.6140573,0.008554085,0.16252485,0.011898063,0.029867051,0.08546105,0.087637685
0.29362643,0.0018938285,0.1911234,0.27295548,0.04065141,0.1932523,0.0064971526
0.72067547,5.5428794e-05,0.02913111,0.20326751,0.0059558735,0.040352736,0.0005618787
0.4367754,4.1743984e-05,0.024424434,0.028857516,0.01847648,0.49056956,0.00085484295
0.45159787,0.0003290538,0.5319629,0.0029228828,0.00017585665,0.0031529362,0.009858518
0.07162954,0.0014779476,0.07732498,0.033506438,0.15610552,0.64872795,0.011227619
0.62166196,0.00048188327,0.12180994,0.010995854,0.05148463,0.1805676,0.012998243
0.09245767,6.602005e-05,0.2620163,0.005437956,0.037065502,0.59131706,0.011639416
0.104775995,0.00011559353,0.012648899,0.15220015,0.100493826,0.6292856,0.00047989833
0.8399982,0.0002101567,0.040067554,0.007853216,0.016091859,0.08404826,0.011730798
0.25671512,0.00025201656,0.07199925,0.06947144,0.1734438,0.42694896,0.0011693259
0.15618446,0.00084336766,0.05747379,0.07130883,0.029942246,0.6791239,0.0051234756
0.10366592,7.830451e-05,0.04539029,0.006069045,0.023300515,0.82096565,0.00053033105
0.41953263,4.5540266e-05,0.16260935,0.070650265,0.002566423,0.34390292,0.00069286325
0.06184317,0.0022760362,0.14264673,0.0077310614,0.060838092,0.6588939,0.065771
0.36413547,0.0004066407,0.22727986,0.010152475,0.06916954,0.12825073,0.20060524
0.40097812,8.126294e-05,0.07134129,0.32918802,0.060441773,0.014109883,0.12385961
0.4154687,0.0031401264,0.081959486,0.11088747,0.027916867,0.3566795,0.003947833
0.48825645,0.013580624,0.29911265,0.024908738,0.039695233,0.07343539,0.06101086
0.03166177,3.4622117e-05,0.21577458,0.031964477,0.16515714,0.4643709,0.09103655
0.0155596845,0.00012009209,0.050995838,0.0014891347,0.0030260792,0.9283079,0.0005013474
0.008475235,4.371335e-05,0.032461777,0.0002970997,0.03925616,0.91896003,0.00050602556
0.065348424,4.8105918e-05,0.03838532,0.0068422165,0.08105816,0.80597454,0.002343189
0.44818008,7.564701e-05,0.2795534,0.027800838,0.012357369,0.22528379,0.006748865
0.17756546,3.2206874e-05,0.3726093,0.015042349,0.07773218,0.3443767,0.012641756
0.12164953,0.0007945553,0.03189548,0.6146453,0.02013162,0.20879953,0.0020840082
0.05937492,0.003798634,0.2919436,0.053202074,0.011240916,0.5700713,0.010368635
0.09696894,0.0032217365,0.12362231,0.118359,0.0426081,0.61436373,0.0008562244
0.5615419,0.008316604,0.15363657,0.002535438,0.016091445,0.22262622,0.035251867
0.3409129,0.0011730543,0.22403291,0.008243235,0.052048463,0.34969407,0.023895342
0.10987334,0.00054691994,0.054189023,0.014617072,0.18426427,0.6307633,0.0057460414
0.0653883,0.00037569657,0.35223004,0.027847456,0.02288498,0.50340474,0.027868772
0.9150741,2.7840393e-05,0.043062434,0.0005741548,0.025270712,0.0033706177,0.012620154
0.005581875,1.4921383e-06,0.0059087523,0.0046870857,0.120380275,0.86326975,0.00017079101
0.27711082,0.0027481418,0.097321235,0.010788838,0.073092654,0.15612695,0.38281137
0.030551195,0.00022950396,0.027995288,0.000971119,0.034946535,0.90513635,0.00017002814
0.112794146,0.00026353198,0.08795671,0.009641655,0.09702809,0.68379223,0.008523601
0.13636106,0.00012841738,0.042031497,0.04811991,0.010530083,0.7617365,0.0010925276
0.02160466,8.276401e-05,0.0959147,0.06537858,0.24614935,0.5569198,0.013950125
0.42670244,0.0005820185,0.5257538,0.0023438341,0.0016908889,0.004797063,0.038129907
0.35795668,9.8934484e-05,0.21561019,0.0065318504,0.081433296,0.14830571,0.19006337
0.3950849,0.0003209102,0.10880247,0.011262726,0.09916132,0.37683645,0.00853125
0.3031798,0.000105606756,0.039576497,0.048841227,0.3338642,0.1146217,0.15981089
0.89366263,3.894799e-05,0.06257406,0.029085552,0.0014055914,0.010714358,0.0025189645
0.55972004,0.002398835,0.25206107,0.022506416,0.025621874,0.08462211,0.05306962
0.37977415,0.0028105834,0.30820885,0.0134562515,0.020959843,0.09348596,0.18130435
0.039265886,0.00028899673,0.14723437,0.00770403,0.017405879,0.020974569,0.7671262
0.0031181131,2.7532606e-06,0.036240436,0.0044958247,0.00969992,0.94625753,0.00018541174
0.15962406,7.850035e-06,0.45437482,0.003106812,0.005355636,0.37622574,0.0013050786
0.12833846,0.00039291833,0.18044615,0.0016083447,0.20782147,0.46266752,0.01872507
