0,1,2,3,4,5,6
0.017202036,0.00010570168,0.04436005,0.013238436,0.021329457,0.9001878,0.0035765856
0.022269826,2.1806984e-05,0.8896855,0.010213742,0.009021353,0.06236756,0.006420227
0.021994801,7.3327105e-06,0.35927328,0.00950266,0.011822047,0.5910715,0.006328379
0.15681683,0.00049459573,0.06353909,0.00945563,0.44822755,0.3042461,0.017220236
0.017215852,0.00026884236,0.011841389,0.118900664,0.16049615,0.68888813,0.0023889814
0.16082346,0.0069165076,0.3001241,0.071143754,0.052403856,0.14556737,0.263021
0.09433729,6.9695794e-05,0.033446454,0.054557703,0.14680697,0.6655451,0.0052367877
0.3370876,0.00035001626,0.097138,0.008453689,0.21708688,0.26329657,0.076587185
0.122935265,0.00033362355,0.0053329137,0.07156619,0.046365008,0.7532803,0.00018676287
0.40057456,0.00023289738,0.55328584,0.0075543826,0.00015357285,0.001271069,0.036927644
0.19611433,0.00040394845,0.042031877,0.08957982,0.29846582,0.36681306,0.0065911473
0.120808534,0.00010819261,0.101214394,0.09108818,0.39154738,0.29188353,0.003349769
0.23915125,0.0002809698,0.33421227,0.004414578,0.16811237,0.24329776,0.010530843
0.14283071,0.0015769133,0.124334246,0.07895404,0.1629692,0.47791976,0.011415167
0.8165414,1.176361e-06,0.1760962,0.0035823944,7.9385e-05,0.0034828961,0.00021651103
0.15069848,0.00018238332,0.05734085,0.012944384,0.57509446,0.19952755,0.004211899
0.004044812,1.220426e-05,0.0058236076,0.013514445,0.050931558,0.92510194,0.00057138776
0.27786657,0.0001724644,0.0129643,0.026136355,0.32573074,0.3567471,0.00038252008
0.24583262,0.00011205373,0.4521982,0.11694943,0.034324568,0.14206286,0.008520201
0.79369676,0.0005624096,0.036304366,0.015917856,0.036947887,0.11153277,0.0050379946
0.7288159,0.00014560625,0.25544152,0.0066139544,0.002464411,0.0053558596,0.0011628016
0.050627083,7.712565e-05,0.051741872,0.018639922,0.14059949,0.72936267,0.008951828
0.63327754,0.00013775945,0.1282993,0.034675986,0.083304904,0.1124024,0.007902136
0.5177936,0.00060297805,0.20455384,0.10688076,0.031256422,0.13558374,0.0033286544
0.055754535,0.00015951273,0.14114568,0.08756056,0.18894984,0.46367276,0.062757134
0.4693877,0.00079279684,0.141019,0.011459091,0.025932493,0.34224093,0.00916793
0.015840102,0.00024068764,0.01908023,0.0011921837,0.12134534,0.8400124,0.0022891334
0.0063294494,1.3941026e-05,0.010343837,0.0055614472,0.048306838,0.9289193,0.0005250424
0.67343307,5.847716e-06,0.11489661,0.020552812,0.04516029,0.14182633,0.0041251318
0.38204166,0.004307629,0.07806773,0.049094964,0.0056710104,0.4802054,0.00061165605
0.74927264,0.000220528,0.07850723,0.10718408,0.007924477,0.05544772,0.001443334
0.5241736,0.002815826,0.06767685,0.26296985,0.10560764,0.020981876,0.015774315
0.044852033,0.0010608333,0.002492419,0.84578705,0.03229522,0.07284923,0.0006632693
0.21041003,0.00043170384,0.15987036,0.026671523,0.049804665,0.5349856,0.017826159
0.4050294,0.0027336588,0.18755803,0.044315882,0.1384298,0.15801713,0.06391614
0.10181041,0.00015428061,0.015983487,0.0010645495,0.6585798,0.22177799,0.000629485
0.25400928,0.0010076504,0.028749548,0.40393636,0.08534111,0.21705644,0.009899613
0.965238,1.5928491e-06,0.032445088,0.0004133552,0.0010222764,0.0007098397,0.00016989249
0.77577233,0.00029194757,0.09412067,0.08015431,0.024642186,0.017546559,0.0074719503
0.08248257,0.0004649848,0.33048767,0.1275808,0.15003583,0.28984675,0.019101348
0.015582289,7.0460694e-05,0.04848193,0.029190464,0.021778306,0.8825842,0.0023123266
0.3373682,6.519095e-05,0.06968149,0.068121664,0.0562431,0.46668985,0.0018305349
0.095920876,0.0009233551,0.07847008,0.024870997,0.59652036,0.13015522,0.07313903
0.038450707,2.404574e-05,0.1305559,0.0031155837,0.3159352,0.51106316,0.0008553906
0.45984507,4.2820742e-05,0.5135153,0.00094644807,0.001002274,0.0010166055,0.023631526
0.2552825,0.00013719892,0.14592801,0.048789084,0.18659458,0.12800981,0.23525879
0.009300722,1.6315213e-05,0.016961021,0.003368174,0.117685445,0.8519408,0.0007274152
0.35277832,0.0022344883,0.2794142,0.0073672216,0.030962951,0.32407543,0.003167397
0.97417396,1.1592589e-06,0.010434221,0.0061558974,0.0053371754,0.0038048553,9.283654e-05
0.9908104,6.913076e-06,0.006307122,0.0015275037,1.6587119e-05,0.0013143152,1.7167953e-05
0.1690959,0.00013354167,0.025489286,0.61579597,0.004223091,0.18483621,0.00042601177
0.5726765,0.00030169744,0.14373986,0.24522512,0.0007123095,0.0011272443,0.036217332
0.017433232,3.307933e-06,0.075939536,0.00042196244,0.0128969755,0.89313394,0.00017100916
0.098372556,0.0012911506,0.07750527,0.43511888,0.055687394,0.07893704,0.25308776
0.18606387,0.0002953909,0.39403567,0.004264118,0.12681404,0.27748156,0.011045403
0.124231465,0.0005534734,0.1924999,0.0054015676,0.20346895,0.44966295,0.024181755
0.15047097,0.00027371972,0.36771867,0.008960151,0.0014531338,0.0009279033,0.47019547
0.11154773,0.0012575169,0.054953147,0.065164044,0.3770262,0.11099013,0.2790613
0.16103482,0.006112611,0.15807474,0.06792928,0.3705789,0.18038408,0.055885576
0.040738825,0.00021442928,0.029617649,0.0032272534,0.21811128,0.70735157,0.0007389723
0.83380014,1.2833178e-06,0.15564348,0.0011031649,0.0028920362,0.005599038,0.0009608716
0.15363836,0.00023675972,0.021310192,0.0110353585,0.60845476,0.20400739,0.0013171262
0.3331268,0.002129009,0.35758576,0.12433088,0.034190185,0.12717189,0.02146545
0.62243146,0.0030846093,0.107821815,0.019651366,0.11862872,0.08749205,0.04088996
0.16719966,9.610011e-05,0.08301265,0.099376105,0.14043948,0.46286628,0.047009688
0.7684654,1.642777e-05,0.2204411,0.0044222674,0.0013188974,0.00091191486,0.0044239336
0.18369307,7.728715e-05,0.13530387,0.06876474,0.08218068,0.38816085,0.14181955
0.9159149,4.1879507e-06,0.06791959,0.0035502836,0.005637718,0.0065166107,0.00045682135
0.17521437,0.00013397915,0.24210325,0.2214677,0.031418983,0.3183064,0.0113552855
0.06586816,0.0006542226,0.048542876,0.0027671205,0.024914064,0.8550075,0.0022459358
0.1039625,0.00015767825,0.05220426,0.029028432,0.29561833,0.51519024,0.0038386188
0.047804214,0.00014743402,0.0140977595,0.09585,0.05012319,0.7906083,0.0013691599
0.7297546,3.4466213e-06,0.26645055,0.0022672443,0.00019931392,0.00085296005,0.00047189798
0.46582523,0.0035161094,0.11142176,0.020365868,0.21302481,0.1491771,0.036669135
0.97450507,0.0028933748,0.011242625,0.0027250014,0.0004189641,0.0077411933,0.00047382628
0.8149679,0.00011703281,0.08077714,0.0106613515,0.030429298,0.018944265,0.04410304
0.19417225,0.00035427054,0.17385453,0.1456335,0.08530106,0.12617068,0.27451372
0.27419096,0.00016915023,0.14505038,0.09989971,0.1069661,0.26773262,0.10599104
0.1869876,0.00035689224,0.06180855,0.48524502,0.09157508,0.13186207,0.042164788
0.41378212,0.00088712224,0.1365314,0.04467461,0.20091148,0.083366804,0.11984646
0.026689187,0.0029062238,0.038427737,0.13878115,0.35315195,0.43460405,0.0054396945
0.363979,0.0022142779,0.11365364,0.03221586,0.027341062,0.44715595,0.013440152
0.035619568,9.909925e-05,0.051651917,0.0053679436,0.115098886,0.7816374,0.010525234
0.6582407,0.0116785765,0.12699975,0.043852232,0.03848446,0.101342425,0.019401908
0.7184821,1.7067592e-05,0.15444647,0.00013548585,0.00040609878,0.00021991755,0.12629294
0.3426452,0.0003754483,0.26766062,0.04702977,0.07001785,0.2591747,0.013096514
0.13214625,0.0003438136,0.12558235,0.33856398,0.028168747,0.35330808,0.021886729
0.04075547,0.00013516817,0.02408762,0.0059803138,0.6813258,0.24586166,0.0018539395
0.27478296,2.908751e-05,0.04310756,0.10310472,0.0651461,0.5039262,0.009903387
0.06786063,4.7929065e-05,0.06195651,0.05605885,0.07977676,0.72143126,0.012868048
0.22505844,0.00031581795,0.036783095,0.021418,0.6536406,0.042308062,0.020475961
0.8023672,0.00036334,0.07757636,0.012039457,0.024460802,0.07251446,0.010678439
0.0909482,0.00012635603,0.0130037395,0.016637422,0.5823505,0.2955692,0.0013646062
0.28778505,0.000240591,0.2859464,0.343782,0.026270386,0.03581664,0.020158933
0.2240499,0.00014115011,0.2625063,0.04671582,0.037292477,0.016130224,0.41316414
0.19785088,0.00040203184,0.07047364,0.096606866,0.13939038,0.48992085,0.005355313
0.31427166,0.00025135247,0.06440184,0.16846779,0.279994,0.15758367,0.015029629
0.037587304,0.0007906319,0.10827959,0.08661489,0.20928872,0.5246059,0.03283305
0.15584125,0.00010491483,0.06530924,0.080724776,0.15656045,0.54035157,0.0011077238
0.33374932,0.00012370496,0.1272382,0.13955328,0.14916116,0.20874663,0.041427646
0.8760336,2.4197357e-06,0.090349525,0.024896897,0.00062861416,0.007985861,0.000103093196
0.0033713295,9.158671e-06,0.046884168,0.0057885195,0.013207725,0.93056554,0.00017350104
0.3331223,0.00071146153,0.15656722,0.0045421943,0.4151623,0.06438627,0.02550823
0.028107652,2.9663463e-05,0.074726395,0.012307482,0.30100074,0.58196783,0.001860182
0.089050375,0.0007457729,0.29399016,0.11797756,0.036718525,0.45749658,0.004021062
0.02015649,0.0003089504,0.09785991,0.019407557,0.007674925,0.8538188,0.0007733825
0.3364985,0.0064397855,0.402572,0.01667863,0.025512146,0.0821715,0.1301274
0.27543283,0.00020891672,0.14030382,0.3423376,0.085768774,0.14054126,0.015406743
0.020029727,0.00063422864,0.023849588,0.057279896,0.2326489,0.6600245,0.005533149
0.87379915,6.3993984e-06,0.09390972,0.02319792,0.0015055083,0.0066633523,0.00091796095
0.005836854,1.90951e-05,0.027923068,0.011519078,0.47190467,0.47718066,0.005616541
0.0063379686,7.1115423e-06,0.0062410375,0.03133203,0.028276045,0.92721546,0.0005904088
0.06450362,0.0003639477,0.020305201,0.01332042,0.13017626,0.7705725,0.00075801375
0.13930137,0.000891113,0.3201822,0.1194948,0.07269137,0.21369998,0.13373914
0.088158734,0.0020488906,0.20510165,0.044845212,0.38356405,0.11007567,0.16620581
0.20522441,0.0020948963,0.1454543,0.25917977,0.13792253,0.16519846,0.08492556
0.73675936,0.0005501623,0.05006264,0.096187435,0.018153949,0.09043099,0.007855374
0.9197174,1.611434e-05,0.06544769,0.0047900076,0.0017861292,0.008069579,0.00017315958
