0,1,2,3,4,5,6
0.8128715,0.00025452246,0.008658527,0.021508131,0.052626297,0.09750789,0.0065730885
0.027685337,2.2812912e-05,0.02254589,0.07775484,0.24907365,0.622287,0.0006304355
0.05267677,0.009339113,0.05231353,0.032939926,0.23729216,0.6048344,0.01060409
0.2124993,0.036110204,0.06790272,0.008037988,0.11463055,0.511259,0.049560204
0.063451126,0.0011795762,0.0017507967,0.8536685,0.057072945,0.021362228,0.0015147525
0.42620632,0.041971717,0.029442584,0.055089798,0.068875074,0.37241578,0.005998756
0.10386503,0.0003155216,0.0061436985,0.5523276,0.31086507,0.02220936,0.004273751
0.30734894,0.0018731422,0.005804188,0.6573282,0.0075401794,0.017898628,0.0022067619
0.21242289,0.000121371064,0.00091253855,0.75433636,0.016593643,0.015486821,0.00012642374
0.011386906,9.573623e-05,0.0025363138,0.9843313,3.5676505e-05,0.0012877634,0.00032636028
0.0038077023,9.366508e-06,0.0011348503,0.8991895,0.08957789,0.0060671186,0.00021360401
0.24645664,0.00075013336,0.0016912521,0.14045581,0.5076995,0.10272935,0.00021730008
0.3001925,0.0031071901,0.009184781,0.02845203,0.42104658,0.23781194,0.00020497941
0.04010668,8.8991364e-05,0.00061148725,0.7722788,0.15770891,0.028922185,0.0002829444
0.001967407,7.918531e-07,0.00019684176,0.9973496,0.00018191854,0.00015223755,0.00015122075
0.41843155,0.0030569874,0.018153729,0.00541325,0.12441535,0.42858288,0.0019463054
0.20199347,0.010618349,0.013118852,0.10054558,0.33443418,0.33669224,0.0025972924
0.37653524,0.0004935864,0.005330718,0.07987591,0.4174366,0.11924494,0.0010829933
0.37428266,0.000769284,0.007297135,0.5272617,0.0012403489,0.08808395,0.0010649372
0.28624246,0.015071281,0.010721866,0.20123385,0.34684035,0.13464406,0.005246141
0.7823106,0.00021819166,0.13463265,0.0762462,0.00030876254,0.0038106982,0.0024728202
0.12902847,1.8790855e-05,0.0069186897,0.6880834,0.085335106,0.0901698,0.00044568224
0.09411848,0.001354043,0.008352964,0.72505057,0.0766269,0.0930358,0.001461229
0.0320269,0.0003462156,0.0013052527,0.91073424,0.046156667,0.00933597,9.477671e-05
0.011333066,5.989175e-05,0.012454751,0.28289264,0.58385086,0.10037112,0.009037728
0.00980304,5.228532e-05,0.03645131,0.007861807,0.0061561847,0.93949383,0.00018152322
0.02694596,0.0009147844,0.00965064,0.0031187695,0.34167486,0.61707306,0.00062192854
0.22183168,0.0062657,0.024106417,0.007798786,0.19002934,0.5461222,0.003845943
0.010195,7.9579004e-05,0.006249747,0.9599904,0.00034557327,0.00035706593,0.022782598
0.8033997,0.0014829941,0.009961969,0.115561716,0.0023918282,0.06671031,0.00049146276
0.002569425,1.0276258e-06,0.00031436834,0.99145365,0.0047565885,0.000856072,4.888655e-05
5.000138e-07,5.256543e-12,1.1429504e-06,0.99918073,0.0007724863,6.004728e-07,4.4522058e-05
0.003620416,4.0844698e-06,0.00060979906,0.8998467,0.048645724,0.047069754,0.00020356828
